MR_ANIMALID,MR_TREATMENTTYPE,MR_TREATMENTDATE
956,Heartworm Prevention,2023-10-15
956,Microchip Implant,2022-12-06
957,Spay Surgery,2024-11-16
957,Blood Test,2024-07-06
957,Dental Cleaning,2024-06-01
957,Microchip Implant,2024-01-10
957,Vaccination - FVRCP,2022-04-10
957,Microchip Implant,2023-03-19
957,Vaccination - DHPP,2022-02-12
957,Spay Surgery,2023-03-21
957,Spay Surgery,2023-05-04
958,Tick Treatment,2022-02-24
958,X-ray Examination,2024-07-22
958,Vaccination - Rabies,2023-09-09
959,Vaccination - DHPP,2024-05-27
959,Microchip Implant,2022-12-04
959,Dental Cleaning,2023-07-10
959,Dental Cleaning,2024-01-02
959,Spay Surgery,2022-04-26
959,Vaccination - FVRCP,2023-05-11
959,Blood Test,2023-09-07
959,Dental Cleaning,2023-01-02
959,Dental Cleaning,2024-05-27
960,Follow-up Check,2024-08-30
960,X-ray Examination,2023-04-08
961,Spay Surgery,2023-09-21
961,Blood Test,2022-08-05
961,X-ray Examination,2023-07-16
961,Heartworm Prevention,2024-02-06
962,Microchip Implant,2023-08-19
962,Vaccination - FVRCP,2023-11-16
962,Dental Cleaning,2024-05-16
962,Vaccination - Rabies,2022-12-10
962,Spay Surgery,2023-10-24
962,Follow-up Check,2024-09-20
962,Dental Cleaning,2024-08-04
962,Neuter Surgery,2024-03-20
963,Dental Cleaning,2023-12-23
964,Neuter Surgery,2023-08-21
964,X-ray Examination,2023-03-23
964,Neuter Surgery,2023-05-11
965,Deworming,2024-07-08
965,Blood Test,2023-09-12
965,Microchip Implant,2023-01-16
965,Vaccination - Rabies,2024-08-22
965,Heartworm Prevention,2023-01-12
966,Deworming,2023-05-12
966,Annual Checkup,2024-03-27
967,Vaccination - FVRCP,2024-09-26
967,Deworming,2022-08-20
967,Vaccination - Rabies,2023-08-10
969,Vaccination - FVRCP,2023-08-17
969,Follow-up Check,2023-09-03
969,Heartworm Prevention,2022-10-03
969,Tick Treatment,2022-02-03
970,Annual Checkup,2022-11-12
970,Spay Surgery,2023-12-19
970,Annual Checkup,2022-03-27
970,Blood Test,2022-04-10
970,Flea Treatment,2024-11-04
970,Spay Surgery,2022-01-22
970,Spay Surgery,2023-09-19
971,Follow-up Check,2022-01-24
971,Follow-up Check,2024-04-22
971,Vaccination - DHPP,2024-01-03
971,X-ray Examination,2024-12-29
971,X-ray Examination,2024-11-15
971,Heartworm Prevention,2022-09-11
971,Microchip Implant,2023-06-20
971,Heartworm Prevention,2022-09-20
971,Vaccination - DHPP,2024-10-21
971,X-ray Examination,2023-08-19
972,X-ray Examination,2024-12-19
972,Follow-up Check,2022-10-10
972,Heartworm Prevention,2022-01-04
972,Vaccination - FVRCP,2024-11-15
972,X-ray Examination,2023-06-04
972,Microchip Implant,2023-05-03
972,Microchip Implant,2023-10-25
974,Spay Surgery,2024-12-09
974,Vaccination - Rabies,2023-08-26
974,Follow-up Check,2022-10-17
974,Vaccination - FVRCP,2022-04-02
974,Blood Test,2022-08-27
974,Vaccination - DHPP,2024-08-05
974,Neuter Surgery,2022-03-25
975,Vaccination - DHPP,2023-04-04
975,Neuter Surgery,2023-07-14
975,Heartworm Prevention,2023-12-07
975,Annual Checkup,2024-06-22
975,Annual Checkup,2024-09-28
975,Dental Cleaning,2023-06-13
975,Deworming,2024-05-21
976,Deworming,2024-03-12
976,Vaccination - DHPP,2023-09-28
976,Tick Treatment,2023-04-04
976,Vaccination - Rabies,2023-03-08
976,Follow-up Check,2023-12-27
976,Annual Checkup,2024-06-21
977,Neuter Surgery,2024-02-05
977,Neuter Surgery,2022-02-19
977,Vaccination - Rabies,2023-06-11
977,Spay Surgery,2022-03-14
977,Neuter Surgery,2023-12-27
977,Dental Cleaning,2024-09-09
977,Spay Surgery,2024-12-27
977,Vaccination - FVRCP,2023-04-24
978,Vaccination - Rabies,2022-06-27
978,Follow-up Check,2023-08-12
978,Blood Test,2023-08-26
978,X-ray Examination,2024-11-21
978,Vaccination - Rabies,2022-08-09
978,Annual Checkup,2022-05-14
978,X-ray Examination,2022-12-01
978,Heartworm Prevention,2023-10-23
978,Vaccination - DHPP,2022-11-08
978,Neuter Surgery,2022-07-05
979,Blood Test,2023-03-17
979,Heartworm Prevention,2023-06-26
979,Vaccination - DHPP,2024-04-17
979,Vaccination - DHPP,2023-10-17
979,Deworming,2022-08-27
980,Vaccination - DHPP,2023-10-12
980,Follow-up Check,2022-11-26
980,Vaccination - FVRCP,2023-10-31
980,Neuter Surgery,2024-10-27
980,X-ray Examination,2023-08-28
981,Heartworm Prevention,2022-02-18
981,Deworming,2022-06-26
982,Vaccination - FVRCP,2022-03-26
982,X-ray Examination,2023-10-29
983,Annual Checkup,2023-03-16
984,Spay Surgery,2022-04-28
984,X-ray Examination,2024-09-21
984,Annual Checkup,2023-05-08
984,Vaccination - Rabies,2023-07-25
984,Vaccination - FVRCP,2024-06-05
985,Follow-up Check,2024-06-10
985,Heartworm Prevention,2022-02-27
985,Vaccination - FVRCP,2024-01-02
985,Heartworm Prevention,2023-04-26
985,Vaccination - FVRCP,2022-10-31
985,X-ray Examination,2024-03-01
985,Vaccination - Rabies,2024-09-14
986,Deworming,2024-01-30
986,Vaccination - DHPP,2022-09-04
986,Blood Test,2024-04-25
986,Follow-up Check,2023-08-04
987,Vaccination - DHPP,2022-09-01
987,X-ray Examination,2022-11-16
987,Microchip Implant,2024-05-24
987,Vaccination - Rabies,2024-07-03
987,Heartworm Prevention,2024-01-03
988,Heartworm Prevention,2023-03-12
988,Neuter Surgery,2024-12-31
988,X-ray Examination,2023-11-11
988,Vaccination - DHPP,2024-03-01
988,Spay Surgery,2022-03-14
988,Microchip Implant,2023-04-07
988,Dental Cleaning,2023-02-12
988,Heartworm Prevention,2023-11-28
988,Blood Test,2023-10-25
988,Deworming,2022-06-25
989,Vaccination - FVRCP,2022-04-16
989,Tick Treatment,2023-12-17
990,Vaccination - FVRCP,2024-08-14
992,Blood Test,2024-09-06
992,Vaccination - Rabies,2022-05-23
992,X-ray Examination,2023-04-03
992,Vaccination - Rabies,2023-01-02
992,Follow-up Check,2022-01-03
992,Follow-up Check,2023-01-16
992,Deworming,2024-02-20
992,Vaccination - FVRCP,2023-11-23
992,Dental Cleaning,2024-09-12
993,Vaccination - DHPP,2022-08-30
993,Vaccination - Rabies,2022-06-15
993,Dental Cleaning,2023-09-22
993,Spay Surgery,2023-11-03
994,Neuter Surgery,2022-02-09
994,Neuter Surgery,2022-03-15
994,Vaccination - Rabies,2022-10-21
994,Vaccination - DHPP,2023-09-11
994,Blood Test,2022-01-12
994,Vaccination - FVRCP,2022-06-17
995,Neuter Surgery,2024-04-04
995,Annual Checkup,2023-05-31
995,Follow-up Check,2024-05-24
995,Spay Surgery,2022-08-07
995,Deworming,2022-05-04
995,Spay Surgery,2022-05-17
996,Follow-up Check,2023-11-08
996,X-ray Examination,2023-02-06
997,Annual Checkup,2022-05-22
998,Spay Surgery,2022-12-10
998,Microchip Implant,2022-06-23
998,Spay Surgery,2024-12-30
998,Deworming,2023-08-23
998,X-ray Examination,2024-08-12
998,Tick Treatment,2023-12-29
998,Deworming,2022-06-22
998,Microchip Implant,2024-12-08
998,Blood Test,2024-09-13
998,Microchip Implant,2024-03-26
1000,Annual Checkup,2022-02-01
1000,Vaccination - Rabies,2024-01-29
1000,Annual Checkup,2023-09-17
1000,Deworming,2024-12-11
1000,Neuter Surgery,2022-12-25
1000,Blood Test,2024-05-06
1000,Vaccination - FVRCP,2022-04-22
1000,X-ray Examination,2024-12-24
1000,Vaccination - FVRCP,2023-07-29
